,level_0,index,id,time,SAT_M,SAT_V,choice,outcome,tuition,quality,hs_GPA,univ_type,type,A_N,A_S,augmented,choicecat,unskilled,hp,skilled1,skilled2,skilled3,tmajor,terminalGPA,state,skilledsector,tdropout,cumulativeGPA,tGPA,univ_type_num,numeric_state,dSTEM,col_type,numeric_choice,ed_emax_mapping,skilled_emax_mapping_abridged,unskilled_emax_mapping,lastchoiceraw,lastchoice,prior_skilled
3677,3677,3677,285,6,450,650,skilled2,3.5100182203342056,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3678,3678,3678,285,7,450,650,skilled2,3.884661920982483,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,2,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3679,3679,3679,285,8,450,650,skilled2,3.6283360816894277,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,3,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3680,3680,3680,285,9,450,650,skilled2,3.3388939743637276,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,4,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3681,3681,3681,285,10,450,650,skilled2,3.2499821589183293,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,5,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3682,3682,3682,285,11,450,650,skilled2,4.4683281403339805,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,6,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3683,3683,3683,285,12,450,650,skilled2,3.584680084885026,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,7,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3684,3684,3684,285,13,450,650,skilled2,4.264068567457056,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,8,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3685,3685,3685,285,14,450,650,skilled2,3.4303368411535407,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,9,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3686,3686,3686,285,15,450,650,skilled2,4.4237648590960585,4.19220291946133,1,360,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,10,0,nonSTEM,329.569574580877,skilled,1,-1,329.569574580877,320,1,7,0,2,5,89,19,0,5.0,5,1
3687,3687,3687,286,1,610,610,nonSTEM,348.16032088065003,10.0931683360446,1,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,329.5400802201625,t1,,-1,348.16032088065003,320,1,6,0,1,1,199,-1,0,,-1,-1
3688,3688,3688,286,2,610,610,nonSTEM,320.0,10.0931683360446,1,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,329.5400802201625,t1nonSTEM,,-1,334.080160440325,320,1,1,0,1,1,199,-1,0,1.0,1,-1
3689,3689,3689,286,3,610,610,nonSTEM,250.0,10.0931683360446,1,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,329.5400802201625,STEMReqNotMet,,-1,306.05344029355,320,1,3,0,1,1,199,-1,0,1.0,1,-1
3690,3690,3690,286,4,610,610,nonSTEM,400.0,10.0931683360446,1,360,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,329.5400802201625,t3nonSTEM,,-1,329.5400802201625,320,1,5,0,1,1,199,-1,0,1.0,1,-1
3691,3691,3691,286,5,610,610,skilled3,2.592438743865281,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,1.0,1,-1
3692,3692,3692,286,6,610,610,skilled3,3.0569461139048246,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,1,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3693,3693,3693,286,7,610,610,skilled3,3.4162978313404575,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,2,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3694,3694,3694,286,8,610,610,skilled3,3.6673794110973894,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,3,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3695,3695,3695,286,9,610,610,skilled3,3.7811890564483455,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,4,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3696,3696,3696,286,10,610,610,skilled3,3.815119226737836,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,5,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3697,3697,3697,286,11,610,610,skilled3,3.766441312644204,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,6,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3698,3698,3698,286,12,610,610,skilled3,3.386989810963674,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,7,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3699,3699,3699,286,13,610,610,skilled3,3.8989293748937652,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,8,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3700,3700,3700,286,14,610,610,skilled3,4.269203541558717,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,9,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3701,3701,3701,286,15,610,610,skilled3,3.533797266455014,10.0931683360446,1,360,priv_nonrel,lwage,0,0,0,skilled3,0,0,0,0,10,nonSTEM,329.5400802201625,skilled,2,-1,329.5400802201625,320,1,7,0,2,6,199,19,0,6.0,6,2
3702,3702,3702,287,1,600,600,STEM,338.37254322547795,0.837872581723694,1,290,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,312.0931358063695,t1,,-1,338.37254322547795,320,2,6,0,1,0,221,-1,0,,-1,-1
3703,3703,3703,287,2,600,600,STEM,235.0,0.837872581723694,1,290,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,312.0931358063695,t1STEM,,-1,286.686271612739,320,2,0,0,1,0,221,-1,0,0.0,0,-1
3704,3704,3704,287,3,600,600,nonSTEM,355.0,0.837872581723694,1,290,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,312.0931358063695,STEMReqMet,,-1,309.45751440849267,320,2,2,0,1,1,221,-1,0,0.0,0,-1
3705,3705,3705,287,4,600,600,nonSTEM,320.0,0.837872581723694,1,290,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,312.0931358063695,t3nonSTEM,,-1,312.0931358063695,320,2,5,0,1,1,221,-1,0,1.0,1,-1
3706,3706,3706,287,5,600,600,hp,0.0,0.837872581723694,1,290,priv_rel,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,312.0931358063695,skilled,,-1,312.0931358063695,320,2,7,0,0,2,221,19,0,1.0,1,-1
3707,3707,3707,287,6,600,600,skilled2,2.928371281360161,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,0,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,2.0,2,3
3708,3708,3708,287,7,600,600,skilled2,3.1577121839357716,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,1,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3709,3709,3709,287,8,600,600,skilled2,3.35108382921251,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,2,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3710,3710,3710,287,9,600,600,skilled2,3.2600829901618074,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,3,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3711,3711,3711,287,10,600,600,skilled2,4.416947145280553,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,4,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3712,3712,3712,287,11,600,600,skilled2,3.7196536008032735,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,5,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3713,3713,3713,287,12,600,600,skilled2,3.6302344203742045,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,6,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3714,3714,3714,287,13,600,600,skilled2,3.982665387075025,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,7,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3715,3715,3715,287,14,600,600,skilled2,3.7666555064449425,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,8,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3716,3716,3716,287,15,600,600,skilled2,4.612885479683673,0.837872581723694,1,290,priv_rel,lwage,0,0,0,skilled2,0,1,0,9,0,nonSTEM,312.0931358063695,skilled,1,-1,312.0931358063695,320,2,7,0,2,5,221,19,0,5.0,5,1
3717,3717,3717,288,1,750,650,nonSTEM,348.741031952073,-6.6631231758208,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,337.18525798801824,t1,,-1,348.741031952073,340,3,6,0,1,1,72,-1,0,,-1,-1
3718,3718,3718,288,2,750,650,nonSTEM,300.0,-6.6631231758208,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,337.18525798801824,t1nonSTEM,,-1,324.3705159760365,340,3,1,0,1,1,72,-1,0,1.0,1,-1
3719,3719,3719,288,3,750,650,nonSTEM,365.0,-6.6631231758208,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,337.18525798801824,STEMReqNotMet,,-1,337.91367731735767,340,3,3,0,1,1,72,-1,0,1.0,1,-1
3720,3720,3720,288,4,750,650,nonSTEM,335.0,-6.6631231758208,0,350,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,337.18525798801824,t3nonSTEM,,-1,337.18525798801824,340,3,5,0,1,1,72,-1,0,1.0,1,-1
3721,3721,3721,288,5,750,650,hp,0.0,-6.6631231758208,0,350,forprofit,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,337.18525798801824,skilled,,-1,337.18525798801824,340,3,7,0,0,2,72,24,0,1.0,1,-1
3722,3722,3722,288,6,750,650,skilled2,2.8368975627429327,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,0,0,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,2.0,2,3
3723,3723,3723,288,7,750,650,skilled3,2.646125600891036,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled3,0,1,0,1,0,nonSTEM,337.18525798801824,skilled,2,-1,337.18525798801824,340,3,7,0,2,6,72,24,0,5.0,5,1
3724,3724,3724,288,8,750,650,skilled2,3.5524110126124144,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,1,1,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,6.0,6,2
3725,3725,3725,288,9,750,650,skilled3,2.7019502098095804,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled3,0,1,0,2,1,nonSTEM,337.18525798801824,skilled,2,-1,337.18525798801824,340,3,7,0,2,6,72,24,0,5.0,5,1
3726,3726,3726,288,10,750,650,skilled2,3.9078293472974943,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,2,2,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,6.0,6,2
3727,3727,3727,288,11,750,650,skilled2,2.8533536572101097,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,3,2,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,5.0,5,1
3728,3728,3728,288,12,750,650,skilled2,3.6499900986634954,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,4,2,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,5.0,5,1
3729,3729,3729,288,13,750,650,skilled3,3.016847553441516,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled3,0,1,0,5,2,nonSTEM,337.18525798801824,skilled,2,-1,337.18525798801824,340,3,7,0,2,6,72,24,0,5.0,5,1
3730,3730,3730,288,14,750,650,skilled2,4.659863950060583,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,5,3,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,6.0,6,2
3731,3731,3731,288,15,750,650,skilled2,4.420164299499703,-6.6631231758208,0,350,forprofit,lwage,0,0,0,skilled2,0,1,0,6,3,nonSTEM,337.18525798801824,skilled,1,-1,337.18525798801824,340,3,7,0,2,5,72,24,0,5.0,5,1
3732,3732,3732,289,1,590,540,nonSTEM,269.439314470012,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,STEM,322.359828617503,t1,,-1,269.439314470012,320,1,6,1,1,1,80,-1,0,,-1,-1
3733,3733,3733,289,2,590,540,STEM,375.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.359828617503,t1nonSTEM,,-1,322.219657235006,320,1,1,1,1,0,80,-1,0,1.0,1,-1
3734,3734,3734,289,3,590,540,STEM,335.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.359828617503,STEMReqMet,,-1,326.479771490004,320,1,2,1,1,0,80,-1,0,0.0,0,-1
3735,3735,3735,289,4,590,540,STEM,310.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,322.359828617503,t3STEM,,-1,322.359828617503,320,1,4,1,1,0,80,-1,0,0.0,0,-1
3736,3736,3736,289,5,590,540,skilled1,3.629593361611813,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,0,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,0.0,0,-1
3737,3737,3737,289,6,590,540,skilled1,3.374933988542459,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,1,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3738,3738,3738,289,7,590,540,skilled1,3.0891252688090596,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,2,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3739,3739,3739,289,8,590,540,skilled1,3.8579172231713836,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,3,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3740,3740,3740,289,9,590,540,skilled1,3.774730783530504,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,4,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3741,3741,3741,289,10,590,540,skilled1,4.1624465585863515,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,5,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3742,3742,3742,289,11,590,540,skilled1,3.5251464647853683,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,6,0,0,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,4.0,4,0
3743,3743,3743,289,12,590,540,skilled3,2.9859055623664674,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled3,0,0,7,0,0,STEM,322.359828617503,skilled,2,-1,322.359828617503,320,1,7,1,2,6,80,15,0,4.0,4,0
3744,3744,3744,289,13,590,540,skilled3,3.3186650675893277,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled3,0,0,7,0,1,STEM,322.359828617503,skilled,2,-1,322.359828617503,320,1,7,1,2,6,80,15,0,6.0,6,2
3745,3745,3745,289,14,590,540,skilled3,3.7579089787260123,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled3,0,0,7,0,2,STEM,322.359828617503,skilled,2,-1,322.359828617503,320,1,7,1,2,6,80,15,0,6.0,6,2
3746,3746,3746,289,15,590,540,skilled1,3.6883716414607193,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled1,0,0,7,0,3,STEM,322.359828617503,skilled,0,-1,322.359828617503,320,1,7,1,2,4,80,15,0,6.0,6,2
3747,3747,3747,290,1,650,750,STEM,304.884030078805,10.426699880760902,0,340,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,STEM,349.97100751970123,t1,,-1,304.884030078805,340,2,6,1,1,0,142,-1,0,,-1,-1
3748,3748,3748,290,2,650,750,STEM,370.0,10.426699880760902,0,340,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,STEM,349.97100751970123,t1STEM,,-1,337.44201503940246,340,2,0,1,1,0,142,-1,0,0.0,0,-1
3749,3749,3749,290,3,650,750,STEM,350.0,10.426699880760902,0,340,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,STEM,349.97100751970123,STEMReqMet,,-1,341.6280100262683,340,2,2,1,1,0,142,-1,0,0.0,0,-1
3750,3750,3750,290,4,650,750,STEM,375.0,10.426699880760902,0,340,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,STEM,349.97100751970123,t3STEM,,-1,349.97100751970123,340,2,4,1,1,0,142,-1,0,0.0,0,-1
3751,3751,3751,290,5,650,750,skilled1,3.8332654457186264,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,0,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,0.0,0,-1
3752,3752,3752,290,6,650,750,skilled1,3.388621405232322,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,1,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3753,3753,3753,290,7,650,750,skilled1,3.2828883237479616,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,2,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3754,3754,3754,290,8,650,750,skilled1,4.1056035208870885,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,3,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3755,3755,3755,290,9,650,750,skilled1,4.078497877521954,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,4,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3756,3756,3756,290,10,650,750,skilled1,4.23759081406172,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,5,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3757,3757,3757,290,11,650,750,skilled1,3.830812120085419,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,6,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3758,3758,3758,290,12,650,750,skilled1,4.825566211828696,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,7,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3759,3759,3759,290,13,650,750,skilled1,3.8602532725835794,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,8,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3760,3760,3760,290,14,650,750,skilled1,4.539286292119206,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,9,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3761,3761,3761,290,15,650,750,skilled1,4.225237899945544,10.426699880760902,0,340,priv_rel,lwage,0,0,0,skilled1,0,0,10,0,0,STEM,349.97100751970123,skilled,0,-1,349.97100751970123,340,2,7,1,2,4,142,18,0,4.0,4,0
3762,3762,3762,291,1,550,350,nonSTEM,351.19260483060503,7.990245594269219,0,340,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,279.04815120765124,t1,,-1,351.19260483060503,280,3,6,0,1,1,119,-1,0,,-1,-1
3763,3763,3763,291,2,550,350,nonSTEM,270.0,7.990245594269219,0,340,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,279.04815120765124,t1nonSTEM,,-1,310.5963024153025,280,3,1,0,1,1,119,-1,0,1.0,1,-1
3764,3764,3764,291,3,550,350,nonSTEM,215.0,7.990245594269219,0,340,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,279.04815120765124,STEMReqNotMet,,-1,278.7308682768683,280,3,3,0,1,1,119,-1,0,1.0,1,-1
3765,3765,3765,291,4,550,350,nonSTEM,280.0,7.990245594269219,0,340,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,279.04815120765124,t3nonSTEM,,-1,279.04815120765124,280,3,5,0,1,1,119,-1,0,1.0,1,-1
3766,3766,3766,291,5,550,350,skilled2,2.3192707589530466,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,279.04815120765124,skilled,1,-1,279.04815120765124,280,3,7,0,2,5,119,29,0,1.0,1,-1
3767,3767,3767,291,6,550,350,skilled2,3.23515034846076,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,279.04815120765124,skilled,1,-1,279.04815120765124,280,3,7,0,2,5,119,29,0,5.0,5,1
3768,3768,3768,291,7,550,350,skilled2,2.653778341922932,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled2,0,0,0,2,0,nonSTEM,279.04815120765124,skilled,1,-1,279.04815120765124,280,3,7,0,2,5,119,29,0,5.0,5,1
3769,3769,3769,291,8,550,350,skilled2,3.1324834646449244,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled2,0,0,0,3,0,nonSTEM,279.04815120765124,skilled,1,-1,279.04815120765124,280,3,7,0,2,5,119,29,0,5.0,5,1
3770,3770,3770,291,9,550,350,skilled2,2.979160307459487,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled2,0,0,0,4,0,nonSTEM,279.04815120765124,skilled,1,-1,279.04815120765124,280,3,7,0,2,5,119,29,0,5.0,5,1
3771,3771,3771,291,10,550,350,skilled3,3.2947038660309733,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,0,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,5.0,5,1
3772,3772,3772,291,11,550,350,skilled3,4.08632510787098,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,1,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,6.0,6,2
3773,3773,3773,291,12,550,350,skilled3,3.0481598585476495,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,2,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,6.0,6,2
3774,3774,3774,291,13,550,350,skilled3,3.943369611893777,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,3,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,6.0,6,2
3775,3775,3775,291,14,550,350,skilled3,4.381209090621411,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,4,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,6.0,6,2
3776,3776,3776,291,15,550,350,skilled3,3.8028971456806713,7.990245594269219,0,340,forprofit,lwage,0,0,0,skilled3,0,0,0,5,5,nonSTEM,279.04815120765124,skilled,2,-1,279.04815120765124,280,3,7,0,2,6,119,29,0,6.0,6,2
3777,3777,3777,292,1,650,750,nonSTEM,329.14205979346804,6.15554343266245,0,380,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,341.035514948367,t1,,-1,329.14205979346804,340,2,6,0,1,1,12,-1,0,,-1,-1
3778,3778,3778,292,2,650,750,nonSTEM,365.0,6.15554343266245,0,380,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,341.035514948367,t1nonSTEM,,-1,347.071029896734,340,2,1,0,1,1,12,-1,0,1.0,1,-1
3779,3779,3779,292,3,650,750,nonSTEM,320.0,6.15554343266245,0,380,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,341.035514948367,STEMReqNotMet,,-1,338.04735326448935,340,2,3,0,1,1,12,-1,0,1.0,1,-1
3780,3780,3780,292,4,650,750,nonSTEM,350.0,6.15554343266245,0,380,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,341.035514948367,t3nonSTEM,,-1,341.035514948367,340,2,5,0,1,1,12,-1,0,1.0,1,-1
3781,3781,3781,292,5,650,750,skilled3,2.806715670843568,6.15554343266245,0,380,priv_rel,lwage,0,0,0,skilled3,0,0,0,0,0,nonSTEM,341.035514948367,skilled,2,-1,341.035514948367,340,2,7,0,2,6,12,24,0,1.0,1,-1
